,Artist,word,frequency
175,Taylor Swift,paradise,1
176,Taylor Swift,boy,1
177,Taylor Swift,montage,1
178,Taylor Swift,slowmotion,1
179,Taylor Swift,potion,1
180,Taylor Swift,jump,1
181,Taylor Swift,ocean,1
182,Taylor Swift,break,1
183,Taylor Swift,postcard,1
184,Taylor Swift,picture,1
185,Taylor Swift,perfect,1
186,Taylor Swift,shiny,1
187,Taylor Swift,family,1
188,Taylor Swift,holiday,1
189,Taylor Swift,peppermint,1
190,Taylor Swift,morning,1
191,Taylor Swift,clean,1
192,Taylor Swift,incense,1
193,Taylor Swift,vinyl,1
194,Taylor Swift,shelf,1
195,Taylor Swift,track,1
196,Taylor Swift,laugh,1
197,Taylor Swift,foot,1
198,Taylor Swift,lap,1
199,Taylor Swift,close,1
200,Taylor Swift,friend,1
201,Taylor Swift,howd,1
202,Taylor Swift,floor,1
203,Taylor Swift,anyway,1
204,Taylor Swift,little,1
205,Taylor Swift,notice,1
206,Taylor Swift,walkin,1
207,Taylor Swift,peace,1
208,Taylor Swift,present,1
209,Bad Bunny,like,23
210,Bad Bunny,look,13
211,Bad Bunny,cute,13
212,Bad Bunny,take,11
213,Bad Bunny,want,10
214,Bad Bunny,give,10
215,Bad Bunny,love,10
216,Bad Bunny,bear,10
217,Bad Bunny,ask,9
218,Bad Bunny,baby,8
219,Bad Bunny,heart,8
220,Bad Bunny,say,8
221,Bad Bunny,today,8
222,Bad Bunny,get,7
223,Bad Bunny,vip,7
224,Bad Bunny,feel,7
225,Bad Bunny,time,7
226,Bad Bunny,eye,7
227,Bad Bunny,toy,7
228,Bad Bunny,put,7
229,Bad Bunny,fall,6
230,Bad Bunny,would,6
231,Bad Bunny,alone,6
232,Bad Bunny,come,5
233,Bad Bunny,fine,5
234,Bad Bunny,well,5
235,Bad Bunny,sun,5
236,Bad Bunny,let,5
237,Bad Bunny,see,4
238,Bad Bunny,world,4
239,Bad Bunny,know,4
240,Bad Bunny,girlfriend,4
241,Bad Bunny,new,4
242,Bad Bunny,break,4
243,Bad Bunny,devil,4
244,Bad Bunny,drug,4
245,Bad Bunny,lose,4
246,Bad Bunny,go,4
247,Bad Bunny,away,4
248,Bad Bunny,sunblock,4
249,Bad Bunny,rich,3
250,Bad Bunny,tell,3
251,Bad Bunny,note,3
252,Bad Bunny,greet,3
253,Bad Bunny,throw,3
254,Bad Bunny,selfie,3
255,Bad Bunny,cheese,3
256,Bad Bunny,smile,3
257,Bad Bunny,grape,3
258,Bad Bunny,sorry,3
259,Bad Bunny,lot,3
260,Bad Bunny,effect,3
261,Bad Bunny,fuck,3
262,Bad Bunny,perfect,3
263,Bad Bunny,move,3
264,Bad Bunny,stop,3
265,Bad Bunny,tonight,3
266,Bad Bunny,long,3
267,Bad Bunny,smell,3
268,Bad Bunny,beautiful,2
269,Bad Bunny,mommy,2
270,Bad Bunny,leave,2
271,Bad Bunny,mami,2
272,Bad Bunny,listen,2
273,Bad Bunny,night,2
274,Bad Bunny,forget,2
275,Bad Bunny,boy,2
276,Bad Bunny,woman,2
277,Bad Bunny,trust,2
278,Bad Bunny,pay,2
279,Bad Bunny,attention,2
280,Bad Bunny,friend,2
281,Bad Bunny,right,2
282,Bad Bunny,write,2
283,Bad Bunny,day,2
284,Bad Bunny,rise,2
285,Bad Bunny,accelerator,2
286,Bad Bunny,sink,2
287,Bad Bunny,tangao,2
288,Bad Bunny,wrap,2
289,Bad Bunny,gaze,2
290,Bad Bunny,saw,2
291,Bad Bunny,goodbye,2
292,Bad Bunny,mouth,2
293,Bad Bunny,crazy,2
294,Bad Bunny,role,2
295,Bad Bunny,song,2
296,Bad Bunny,mmmmm,2
297,Bad Bunny,picket,2
298,Bad Bunny,neverita,2
299,Bad Bunny,summer,2
300,Bad Bunny,stay,2
301,Bad Bunny,never,2
302,Bad Bunny,spread,2
303,Bad Bunny,burn,2
304,Bad Bunny,enter,2
305,Bad Bunny,lock,2
306,Bad Bunny,yeahyeahyyahyyahyyeahyeah,1
307,Bad Bunny,hethey,1
308,Bad Bunny,presume,1
309,Bad Bunny,cat,1
310,Bad Bunny,upload,1
311,Bad Bunny,picture,1
312,Bad Bunny,lune,1
313,Bad Bunny,press,1
314,Bad Bunny,еn,1
315,Bad Bunny,street,1
316,Bad Bunny,walk,1
317,Bad Bunny,loosebut,1
318,Bad Bunny,kill,1
319,Bad Bunny,bite,1
320,Bad Bunny,myquito,1
321,Bad Bunny,porto,1
322,Bad Bunny,frikitone,1
323,Bad Bunny,trio,1
324,Bad Bunny,boyfriend,1
325,Bad Bunny,work,1
326,Bad Bunny,boot,1
327,Bad Bunny,lick,1
328,Bad Bunny,résume,1
329,Bad Bunny,chest,1
330,Bad Bunny,dump,1
331,Bad Bunny,make,1
332,Bad Bunny,bring,1
333,Bad Bunny,planb,1
334,Bad Bunny,uff,1
335,Bad Bunny,2000,1
336,Bad Bunny,rbd,1
337,Bad Bunny,perreo,1
338,Bad Bunny,lottomorrow,1
339,Bad Bunny,voa,1
340,Bad Bunny,greeta,1
341,Bad Bunny,gabriela,1
342,Bad Bunny,patricia,1
343,Bad Bunny,nicole,1
344,Bad Bunny,sofia,1
345,Bad Bunny,first,1
346,Bad Bunny,kind,1
347,Bad Bunny,maria,1
348,Bad Bunny,myfirst,1
349,Bad Bunny,call,1
350,Bad Bunny,thalia,1
351,Bad Bunny,colombian,1
352,Bad Bunny,mexican,1
353,Bad Bunny,yeahyeahyeahyeahyeahyeah,1
354,Bad Bunny,eheheheh,1
355,Bad Bunny,coincidence,1
356,Bad Bunny,close,1
357,Bad Bunny,notthe,1
358,Bad Bunny,start,1
359,Bad Bunny,sweat,1
360,Bad Bunny,fly,1
361,Bad Bunny,thisnoche,1
362,Bad Bunny,isyes,1
363,Bad Bunny,yes,1
364,Bad Bunny,kitten,1
365,Bad Bunny,negligence,1
366,Bad Bunny,believe,1
367,Bad Bunny,abstinence,1
368,Bad Bunny,bed,1
369,Bad Bunny,turbulence,1
370,Bad Bunny,mom,1
371,Bad Bunny,vo,1
372,Bad Bunny,permanence,1
373,Bad Bunny,totito,1
374,Bad Bunny,e,1
375,Bad Bunny,eminence,1
376,Bad Bunny,license,1
377,Bad Bunny,fuimo,1
378,Bad Bunny,florence,1
379,Bad Bunny,become,1
380,Bad Bunny,bicha,1
381,Bad Bunny,essence,1
382,Bad Bunny,spend,1
383,Bad Bunny,wese,1
384,Bad Bunny,think,1
385,Bad Bunny,use,1
386,Bad Bunny,reason,1
387,Bad Bunny,late,1
388,Bad Bunny,unintentionally,1
389,Bad Bunny,begin,1
390,Bad Bunny,dopart,1
391,Bad Bunny,evenlook,1
392,Bad Bunny,еso,1
393,Bad Bunny,grab,1
394,Bad Bunny,hand,1
395,Bad Bunny,handfor,1
396,Bad Bunny,heartla,1
397,Bad Bunny,wave,1
398,Bad Bunny,dm,1
399,Bad Bunny,explodao,1
400,Bad Bunny,tos,1
401,Bad Bunny,hello,1
402,Bad Bunny,row,1
403,Bad Bunny,goat,1
404,Bad Bunny,wantthe,1
405,Bad Bunny,tail,1
406,Bad Bunny,pas,1
407,Bad Bunny,youseeing,1
408,Bad Bunny,tiktok,1
409,Bad Bunny,huhhuh,1
410,Bad Bunny,surprise,1
411,Bad Bunny,lotbe,1
412,Bad Bunny,bad,1
413,Bad Bunny,shamaquita,1
414,Bad Bunny,aloneamores,1
415,Drake,get,51
416,Drake,like,31
417,Drake,go,31
418,Drake,bullshit,30
419,Drake,stupid,26
420,Drake,shit,25
421,Drake,nigga,23
422,Drake,know,18
423,Drake,bitch,17
424,Drake,girl,15
425,Drake,call,13
426,Drake,gang,11
427,Drake,ta,11
428,Drake,fuck,9
429,Drake,need,9
430,Drake,put,9
431,Drake,way,9
432,Drake,feel,9
433,Drake,baby,9
434,Drake,pussy,8
435,Drake,real,8
436,Drake,crodie,8
437,Drake,turn,8
438,Drake,hit,7
439,Drake,light,7
440,Drake,make,7
441,Drake,body,7
442,Drake,slaughter,6
443,Drake,play,6
444,Drake,come,6
445,Drake,never,6
446,Drake,want,6
447,Drake,murder,5
448,Drake,lot,5
449,Drake,bout,5
450,Drake,man,5
451,Drake,shoot,5
452,Drake,tell,5
453,Drake,keep,5
454,Drake,time,5
455,Drake,as,4
456,Drake,thing,4
457,Drake,pay,4
458,Drake,take,4
459,Drake,major,4
460,Drake,distribution,4
461,Drake,say,4
462,Drake,stay,4
463,Drake,see,4
464,Drake,goin,4
465,Drake,think,4
466,Drake,day,4
467,Drake,comin,4
468,Drake,hoe,3
469,Drake,use,3
470,Drake,boy,3
471,Drake,damn,3
472,Drake,label,3
473,Drake,business,3
474,Drake,office,3
475,Drake,fuckin,3
476,Drake,round,3
477,Drake,hear,3
478,Drake,name,3
479,Drake,drive,3
480,Drake,gettin,3
481,Drake,lovin,3
482,Drake,show,3
483,Drake,deep,3
484,Drake,club,2
485,Drake,foot,2
486,Drake,ex,2
487,Drake,slap,2
488,Drake,addy,2
489,Drake,find,2
490,Drake,chrome,2
491,Drake,love,2
492,Drake,run,2
493,Drake,houston,2
494,Drake,number,2
495,Drake,robbery,2
496,Drake,pop,2
497,Drake,miss,2
498,Drake,face,2
499,Drake,cut,2
500,Drake,good,2
501,Drake,spank,2
502,Drake,sit,2
503,Drake,lift,2
504,Drake,jump,2
505,Drake,song,2
506,Drake,break,2
507,Drake,live,2
508,Drake,minute,2
509,Drake,care,2
510,Drake,paris,2
511,Drake,fashion,2
512,Drake,week,2
513,Drake,try,2
514,Drake,flex,2
515,Drake,catch,2
516,Drake,even,2
517,Drake,night,2
518,Drake,shorty,2
519,Drake,great,2
520,Drake,prolly,2
521,Drake,slip,2
522,Drake,red,2
523,Drake,estate,2
524,Drake,fact,2
525,Drake,school,2
526,Drake,new,2
527,Drake,drop,2
528,Drake,smoke,2
529,Drake,top,2
530,Drake,burn,2
531,Drake,block,2
532,Drake,wipe,2
533,Drake,snotty,2
534,Drake,word,2
535,Drake,ill,2
536,Drake,send,2
537,Drake,home,2
538,Drake,vogue,2
539,Drake,wantwant,2
540,Drake,feelin,2
541,Drake,buy,1
542,Drake,zip,1
543,Drake,weed,1
544,Drake,crunk,1
545,Drake,walk,1
546,Drake,world,1
547,Drake,steppin,1
548,Drake,givin,1
549,Drake,land,1
550,Drake,mush,1
551,Drake,smooshed,1
552,Drake,big,1
553,Drake,chicken,1
554,Drake,wing,1
555,Drake,dick,1
556,Drake,friend,1
557,Drake,crushin,1
558,Drake,success,1
559,Drake,persuasive,1
560,Drake,spell,1
561,Drake,mansion,1
562,Drake,macaulay,1
563,Drake,culkin,1
564,Drake,full,1
565,Drake,mekhi,1
566,Drake,phif,1
567,Drake,tire,1
568,Drake,dinner,1
569,Drake,mean,1
570,Drake,ghetto,1
571,Drake,trunk,1
572,Drake,hood,1
573,Drake,wear,1
574,Drake,panty,1
575,Drake,blowin,1
576,Drake,money,1
577,Drake,grow,1
578,Drake,tree,1
579,Drake,french,1
580,Drake,c,1
581,Drake,vie,1
582,Drake,jet,1
583,Drake,italian,1
584,Drake,dressin,1
585,Drake,island,1
586,Drake,lie,1
587,Drake,stallion,1
588,Drake,joke,1
589,Drake,smilin,1
590,Drake,motherfuckin,1
591,Drake,banbwoi,1
592,Drake,hope,1
593,The Weeknd,time,30
594,The Weeknd,matter,21
595,The Weeknd,baby,12
596,The Weeknd,heart,11
597,The Weeknd,never,7
598,The Weeknd,ill,7
599,The Weeknd,like,6
600,The Weeknd,make,6
601,The Weeknd,go,6
602,The Weeknd,know,6
603,The Weeknd,break,6
604,The Weeknd,cry,5
605,The Weeknd,real,5
606,The Weeknd,say,5
607,The Weeknd,hold,5
608,The Weeknd,need,4
609,The Weeknd,close,4
610,The Weeknd,feel,3
611,The Weeknd,fallin,3
612,The Weeknd,sleep,3
613,The Weeknd,want,3
614,The Weeknd,inside,3
615,The Weeknd,give,3
616,The Weeknd,sorry,3
617,The Weeknd,let,3
618,The Weeknd,lie,3
619,The Weeknd,babe,2
620,The Weeknd,thin,2
621,The Weeknd,air,2
622,The Weeknd,soul,2
623,The Weeknd,keep,2
624,The Weeknd,life,2
625,The Weeknd,think,2
626,The Weeknd,almost,2
627,The Weeknd,die,2
628,The Weeknd,dream,2
629,The Weeknd,breathe,2
630,The Weeknd,deep,2
631,The Weeknd,girl,2
632,The Weeknd,put,2
633,The Weeknd,beside,2
634,The Weeknd,compensate,2
635,The Weeknd,treat,2
636,The Weeknd,good,2
637,The Weeknd,grow,1
638,The Weeknd,man,1
639,The Weeknd,take,1
640,The Weeknd,happiness,1
641,The Weeknd,mindless,1
642,The Weeknd,sex,1
643,The Weeknd,heal,1
644,The Weeknd,love,1
645,The Weeknd,sure,1
646,The Weeknd,toxic,1
647,The Weeknd,poison,1
648,The Weeknd,edge,1
649,The Weeknd,mind,1
650,The Weeknd,slowly,1
651,The Weeknd,fadin,1
652,The Weeknd,fightin,1
653,The Weeknd,belong,1
654,The Weeknd,risk,1
655,The Weeknd,leave,1
656,The Weeknd,share,1
657,The Weeknd,protection,1
658,The Weeknd,body,1
659,The Weeknd,memory,1
660,The Weeknd,insomnia,1
661,The Weeknd,relieve,1
662,The Weeknd,talk,1
663,The Weeknd,dark,1
664,The Weeknd,hour,1
665,The Weeknd,felt,1
666,The Weeknd,alone,1
667,The Weeknd,crowd,1
668,BTS,like,32
669,BTS,get,25
670,BTS,come,17
671,BTS,let,16
672,BTS,right,14
673,BTS,talk,11
674,BTS,need,11
675,BTS,dance,11
676,BTS,know,10
677,BTS,best,9
678,BTS,roll,9
679,BTS,beat,8
680,BTS,moment,7
681,BTS,step,7
682,BTS,leave,7
683,BTS,say,7
684,BTS,side,6
685,BTS,break,6
686,BTS,walk,6
687,BTS,heart,5
688,BTS,butter,5
689,BTS,go,5
690,BTS,smooth,4
691,BTS,rock,4
692,BTS,cheap,4
693,BTS,look,4
694,BTS,fall,4
695,BTS,music,4
696,BTS,fool,4
697,BTS,land,4
698,BTS,permission,4
699,BTS,start,3
700,BTS,cool,3
701,BTS,hot,3
702,BTS,high,3
703,BTS,moon,3
704,BTS,baby,3
705,BTS,heat,3
706,BTS,show,3
707,BTS,u,3
708,BTS,eye,3
709,BTS,stop,3
710,BTS,move,3
711,BTS,plan,3
712,BTS,live,3
713,BTS,golden,3
714,BTS,worry,3
715,BTS,tonight,3
716,BTS,keep,3
717,BTS,well,3
718,BTS,honestly,2
719,BTS,see,2
720,BTS,end,2
721,BTS,road,2
722,BTS,sky,2
723,BTS,day,2
724,BTS,die,2
725,BTS,lot,2
726,BTS,dream,2
727,BTS,shade,2
728,BTS,stunner,2
729,BTS,summer,2
730,BTS,makin,2
731,BTS,mirror,2
732,BTS,ill,2
733,BTS,melt,2
734,BTS,superstar,2
735,BTS,glow,2
736,BTS,boogie,2
737,BTS,pull,2
738,BTS,low,2
739,BTS,make,2
740,BTS,way,2
741,BTS,there,2
742,BTS,time,2
743,BTS,bestcause,1
744,BTS,yesterday,1
745,BTS,pastly,1
746,BTS,playlinbest,1
747,BTS,ustheres,1
748,BTS,boy,1
749,BTS,uhto,1
750,BTS,comeuh,1
751,BTS,touch,1
752,BTS,fore,1
753,BTS,comeim,1
754,BTS,unfamiliar,1
755,BTS,걍,1
756,BTS,good,1
757,BTS,musicevery,1
758,BTS,spit,1
759,BTS,age,1
760,BTS,thirteen,1
761,BTS,learn,1
762,BTS,fill,1
763,BTS,lifeaint,1
764,BTS,crown,1
765,BTS,flower,1
766,BTS,numerous,1
767,BTS,trophyabout,1
768,BTS,hope,1
769,BTS,goin,1
770,BTS,forward,1
771,BTS,gin,1
772,BTS,eventually,1
773,BTS,place,1
774,BTS,back,1
775,BTS,deep,1
776,BTS,criminal,1
777,BTS,undercover,1
778,BTS,pop,1
779,BTS,trouble,1
780,BTS,breakin,1
781,BTS,owe,1
782,BTS,mother,1
783,BTS,sweat,1
784,BTS,usher,1
785,BTS,think,1
786,BTS,young,1
787,BTS,drum,1
788,BTS,loud,1
789,BTS,guard,1
790,BTS,seem,1
791,BTS,wrong,1
792,BTS,sing,1
793,BTS,elton,1
794,BTS,john,1
795,BTS,feel,1
796,BTS,night,1
797,BTS,cold,1
798,BTS,rhythm,1
799,21 Savage,get,51
800,21 Savage,like,31
801,21 Savage,go,31
802,21 Savage,bullshit,30
803,21 Savage,stupid,26
804,21 Savage,shit,25
805,21 Savage,nigga,23
806,21 Savage,know,18
807,21 Savage,bitch,17
808,21 Savage,girl,15
809,21 Savage,call,13
810,21 Savage,gang,11
811,21 Savage,ta,11
812,21 Savage,fuck,9
813,21 Savage,need,9
814,21 Savage,put,9
815,21 Savage,way,9
816,21 Savage,feel,9
817,21 Savage,baby,9
818,21 Savage,pussy,8
819,21 Savage,real,8
820,21 Savage,crodie,8
821,21 Savage,turn,8
822,21 Savage,hit,7
823,21 Savage,light,7
824,21 Savage,make,7
825,21 Savage,body,7
826,21 Savage,slaughter,6
827,21 Savage,play,6
828,21 Savage,come,6
829,21 Savage,never,6
830,21 Savage,want,6
831,21 Savage,murder,5
832,21 Savage,lot,5
833,21 Savage,bout,5
834,21 Savage,man,5
835,21 Savage,shoot,5
836,21 Savage,tell,5
837,21 Savage,keep,5
838,21 Savage,time,5
839,21 Savage,as,4
840,21 Savage,thing,4
841,21 Savage,pay,4
842,21 Savage,take,4
843,21 Savage,major,4
844,21 Savage,distribution,4
845,21 Savage,say,4
846,21 Savage,stay,4
847,21 Savage,see,4
848,21 Savage,goin,4
849,21 Savage,think,4
850,21 Savage,day,4
851,21 Savage,comin,4
852,21 Savage,hoe,3
853,21 Savage,use,3
854,21 Savage,boy,3
855,21 Savage,damn,3
856,21 Savage,label,3
857,21 Savage,business,3
858,21 Savage,office,3
859,21 Savage,fuckin,3
860,21 Savage,round,3
861,21 Savage,hear,3
862,21 Savage,name,3
863,21 Savage,drive,3
864,21 Savage,gettin,3
865,21 Savage,lovin,3
866,21 Savage,show,3
867,21 Savage,deep,3
868,21 Savage,club,2
869,21 Savage,foot,2
870,21 Savage,ex,2
871,21 Savage,slap,2
872,21 Savage,addy,2
873,21 Savage,find,2
874,21 Savage,chrome,2
875,21 Savage,love,2
876,21 Savage,run,2
877,21 Savage,houston,2
878,21 Savage,number,2
879,21 Savage,robbery,2
880,21 Savage,pop,2
881,21 Savage,miss,2
882,21 Savage,face,2
883,21 Savage,cut,2
884,21 Savage,good,2
885,21 Savage,spank,2
886,21 Savage,sit,2
887,21 Savage,lift,2
888,21 Savage,jump,2
889,21 Savage,song,2
890,21 Savage,break,2
891,21 Savage,live,2
892,21 Savage,minute,2
893,21 Savage,care,2
894,21 Savage,paris,2
895,21 Savage,fashion,2
896,21 Savage,week,2
897,21 Savage,try,2
898,21 Savage,flex,2
899,21 Savage,catch,2
900,21 Savage,even,2
901,21 Savage,night,2
902,21 Savage,shorty,2
903,21 Savage,great,2
904,21 Savage,prolly,2
905,21 Savage,slip,2
906,21 Savage,red,2
907,21 Savage,estate,2
908,21 Savage,fact,2
909,21 Savage,school,2
910,21 Savage,new,2
911,21 Savage,drop,2
912,21 Savage,smoke,2
913,21 Savage,top,2
914,21 Savage,burn,2
915,21 Savage,block,2
916,21 Savage,wipe,2
917,21 Savage,snotty,2
918,21 Savage,word,2
919,21 Savage,ill,2
920,21 Savage,send,2
921,21 Savage,home,2
922,21 Savage,vogue,2
923,21 Savage,wantwant,2
924,21 Savage,feelin,2
925,21 Savage,buy,1
926,21 Savage,zip,1
927,21 Savage,weed,1
928,21 Savage,crunk,1
929,21 Savage,walk,1
930,21 Savage,world,1
931,21 Savage,steppin,1
932,21 Savage,givin,1
933,21 Savage,land,1
934,21 Savage,mush,1
935,21 Savage,smooshed,1
936,21 Savage,big,1
937,21 Savage,chicken,1
938,21 Savage,wing,1
939,21 Savage,dick,1
940,21 Savage,friend,1
941,21 Savage,crushin,1
942,21 Savage,success,1
943,21 Savage,persuasive,1
944,21 Savage,spell,1
945,21 Savage,mansion,1
946,21 Savage,macaulay,1
947,21 Savage,culkin,1
948,21 Savage,full,1
949,21 Savage,mekhi,1
950,21 Savage,phif,1
951,21 Savage,tire,1
952,21 Savage,dinner,1
953,21 Savage,mean,1
954,21 Savage,ghetto,1
955,21 Savage,trunk,1
956,21 Savage,hood,1
957,21 Savage,wear,1
958,21 Savage,panty,1
959,21 Savage,blowin,1
960,21 Savage,money,1
961,21 Savage,grow,1
962,21 Savage,tree,1
963,21 Savage,french,1
964,21 Savage,c,1
965,21 Savage,vie,1
966,21 Savage,jet,1
967,21 Savage,italian,1
968,21 Savage,dressin,1
969,21 Savage,island,1
970,21 Savage,lie,1
971,21 Savage,stallion,1
972,21 Savage,joke,1
973,21 Savage,smilin,1
974,21 Savage,motherfuckin,1
975,21 Savage,banbwoi,1
976,21 Savage,hope,1
977,Eminem,superman,68
978,Eminem,like,43
979,Eminem,get,39
980,Eminem,stand,37
981,Eminem,come,35
982,Eminem,shady,32
983,Eminem,slim,30
984,Eminem,please,29
985,Eminem,feel,28
986,Eminem,know,28
987,Eminem,go,25
988,Eminem,back,22
989,Eminem,give,22
990,Eminem,real,22
991,Eminem,roof,22
992,Eminem,shit,21
993,Eminem,think,21
994,Eminem,let,19
995,Eminem,want,19
996,Eminem,leave,17
997,Eminem,take,17
998,Eminem,ill,16
999,Eminem,love,16
1000,Eminem,shadys,15
1001,Eminem,leg,14
1002,Eminem,little,13
1003,Eminem,say,12
1004,Eminem,girl,12
1005,Eminem,well,11
1006,Eminem,fuck,11
1007,Eminem,guess,10
1008,Eminem,baby,10
1009,Eminem,who,9
1010,Eminem,bitch,9
1011,Eminem,never,9
1012,Eminem,empty,8
1013,Eminem,follow,8
1014,Eminem,thing,8
1015,Eminem,yes,8
1016,Eminem,imitate,8
1017,Eminem,he,8
1018,Eminem,put,8
1019,Eminem,world,8
1020,Eminem,together,8
1021,Eminem,collapse,8
1022,Eminem,afraid,8
1023,Eminem,hand,8
1024,Eminem,road,8
1025,Eminem,job,7
1026,Eminem,controversy,7
1027,Eminem,as,7
1028,Eminem,save,7
1029,Eminem,grow,7
1030,Eminem,round,6
1031,Eminem,outside,6
1032,Eminem,look,6
1033,Eminem,need,6
1034,Eminem,see,6
1035,Eminem,kid,6
1036,Eminem,bad,6
1037,Eminem,sunday,6
1038,Eminem,monday,6
1039,Eminem,light,6
1040,Eminem,shut,6
1041,Eminem,mouth,6
1042,Eminem,smoke,6
1043,Eminem,clear,6
1044,Eminem,high,6
1045,Eminem,perhaps,6
1046,Eminem,rip,6
1047,Eminem,bone,6
1048,Eminem,heart,5
